pt_scale
10
NA
NA
9
5
5
42
NA
NA
NA
19
7
13
NA
NA
NA
4
7
5
NA
3
3
3
NA
4
14
NA
NA
NA
NA
NA
13
12
5
6
6
NA
NA
NA
NA
NA
2
26
NA
5
NA
3
2
1
9
5
4
NA
14
NA
6
NA
NA
19
8
NA
NA
3
NA
6
5
NA
NA
2
NA
5
NA
1
NA
NA
11
NA
NA
5
2
NA
NA
NA
6
NA
NA
NA
NA
NA
7
NA
7
NA
NA
NA
NA
19
4
NA
NA
9
NA
NA
NA
5
NA
2
4
NA
7
NA
3
6
7
NA
4
4
NA
2
NA
2
NA
17
1
NA
14
5
5
NA
11
16
3
NA
NA
NA
NA
NA
5
NA
3
NA
NA
NA
NA
5
NA
NA
NA
NA
NA
6
NA
8
NA
4
NA
5
1
NA
NA
0
36
11
10
NA
NA
5
NA
11
2
5
13
NA
NA
7
13
NA
NA
3
4
NA
NA
5
7
NA
NA
9
5
NA
6
17
NA
3
NA
NA
38
NA
5
NA
NA
NA
6
NA
3
TRUE
6
7
NA
NA
NA
20
NA
5
6
6
24
17
NA
10
NA
NA
NA
3
5
5
2
NA
NA
NA
NA
4
NA
12
NA
NA
NA
12
NA
6
NA
10
2
NA
7
9
NA
NA
8
Male
NA
NA
NA
10
NA
NA
NA
1
NA
NA
NA
NA
NA
6
NA
13
NA
6
5
6
2
16
3
NA
NA
NA
9
NA
7
6
NA
NA
NA
NA
6
14
8
18
5
14
6
4
20
NA
NA
NA
NA
NA
NA
5
4
13
NA
2
6
11
7
4
NA
14
NA
2
9
NA
NA
2
NA
NA
NA
NA
0
7
7
NA
NA
NA
14
NA
15
4
8
NA
11
10
NA
13
NA
NA
5
6
NA
0
NA
6
NA
23
NA
4
3
NA
4
NA
2
NA
NA
NA
5
NA
9
NA
NA
NA
NA
NA
11
6
NA
NA
5
NA
12
5
NA
0
NA
NA
NA
NA
NA
NA
12
3
13
NA
1
NA
4
NA
NA
5
13
FALSE
NA
NA
5
6
34
12
5
5
NA
4
NA
12
3
NA
17
5
41
NA
3
NA
NA
14
NA
28
NA
NA
NA
NA
4
12
2
5
NA
2
6
18
NA
7
6
NA
NA
NA
NA
NA
NA
NA
NA
11
2
17
3
NA
NA
18
NA
NA
6
NA
NA
31
2
NA
7
2
12
6
NA
NA
NA
FALSE
NA
1
3
16
5
NA
1
9
3
6
NA
NA
29
6
NA
7
5
NA
NA
NA
5
NA
16
NA
NA
17
42
5
4
9
2
2
20
3
3
1
4
5
4
NA
2
5
NA
NA
NA
12
54304.33
NA
NA
NA
NA
NA
NA
11
NA
8
NA
13
23
NA
NA
12
NA
0
8
NA
NA
24
4
17
5
NA
0
NA
6
2
1
2
5
11
34
5
11
FALSE
NA
4
NA
NA
NA
2
1
5
18
3
5
NA
8
33
NA
10
NA
NA
5
NA
NA
3
6
NA
NA
5
3
5
3
5
NA
6
NA
NA
9
NA
NA
3
7
NA
16
22
NA
NA
19
NA
NA
NA
8
0
NA
6
2
NA
14
NA
NA
NA
5
7
7
NA
NA
37
7
NA
2
NA
6
2
NA
NA
NA
12
6
13
2
NA
6
NA
8
10
5
5
3
NA
5
5
0
5
NA
3
6
NA
NA
10
NA
18
NA
3
4
NA
NA
5
5
NA
8
10
3
NA
NA
6
NA
NA
NA
NA
NA
NA
17
8
2
37
NA
NA
NA
5
21
NA
NA
NA
NA
2
NA
4
6
10
8
58
NA
NA
18
NA
3
NA
24
NA
13
2
NA
7
FALSE
16
6
4
NA
NA
NA
NA
NA
NA
3
NA
20
NA
13
NA
5
2
NA
NA
108
3
NA
13
NA
3
NA
38
3
NA
58
5
NA
NA
2
NA
19
6
13
NA
NA
8
NA
2
4
4
NA
20
4
7
NA
NA
NA
NA
6
14
NA
3
20
NA
NA
NA
7
NA
NA
NA
NA
NA
12
NA
NA
6
5
TRUE
NA
NA
14
NA
NA
NA
18
9
5
NA
NA
NA
NA
NA
12
NA
7
5
2
18
5
NA
NA
TRUE
19
NA
3
NA
NA
NA
NA
NA
32
NA
13
0
NA
NA
5
NA
TRUE
NA
16
2
NA
2
5
9
1
8
19
33
6
NA
8
NA
6
1
NA
3
NA
10
NA
2
NA
2
NA
2
NA
4
3
NA
NA
4
7
2
NA
4
2
6
NA
5
10
NA
12
NA
NA
3
NA
NA
NA
NA
3
4
NA
3
11
NA
8
20
5
10
10
NA
7
5
NA
NA
NA
15
17
5
NA
12
NA
10
11
NA
2
NA
4
NA
12
1
NA
NA
NA
NA
NA
8
3
6
NA
3
NA
NA
NA
NA
6
NA
3
14
8
NA
11
4
NA
NA
6
2
3
NA
6
NA
NA
0
5
NA
NA
NA
18
NA
10
NA
5
58
6
3
12
FALSE
8
6
7
NA
NA
NA
NA
1
8
13
NA
7
7
5
5
NA
NA
6
3
2
7
2
NA
2
NA
19
6
3
NA
NA
NA
4
6
3
NA
19
13
NA
NA
5
7
9
5
9
NA
NA
15
11
8
FALSE
4
5
NA
3
NA
NA
7
NA
NA
6
NA
12
NA
5
NA
10
20
6
7
NA
7
NA
11
NA
16
13
NA
NA
NA
NA
6
20
NA
NA
12
1
5
10
6
1
6
NA
3
NA
11
12
NA
2
8
NA
12
16
5
7
0
7
NA
57
NA
NA
NA
NA
7
19
3
9
10
8
NA
7
9
6
0
36
3
NA
6
NA
NA
NA
NA
13
NA
NA
6
NA
NA
3
5
4
NA
8
9
6
7
20
NA
NA
13
NA
NA
NA
NA
1
FALSE
NA
NA
NA
30
NA
8
8
8
NA
NA
9
10
12
18
NA
NA
2
NA
12
5
20
NA
NA
1
4
3
8
NA
NA
17
14
NA
NA
NA
0
2
3
3
5
NA
5
5
NA
58
8
NA
11
10
28
14
NA
2
7
NA
NA
15
5
NA
NA
NA
5
NA
11
13
16
10
NA
9
NA
3
17
7
3
3
8
4
13
NA
NA
NA
6
NA
6
3
0
9
10
NA
NA
NA
NA
NA
NA
5
19
4
NA
NA
11
21
NA
6
NA
NA
NA
14
12
10
NA
NA
7
NA
NA
5
12
NA
9
NA
7
9
6
NA
NA
1
9
NA
NA
4
NA
2
NA
2
3
15
10
NA
9
1
NA
NA
NA
3
NA
NA
9
9
3
14
NA
28
6
NA
11
8
9
NA
25527
NA
19
17
NA
19
NA
7
NA
4
18
3
14
NA
3
4
NA
8
14
NA
NA
NA
NA
4
3
TRUE
6
17
2
10
8
NA
NA
9
6
9
NA
6
11
NA
NA
14
10
NA
NA
NA
13
3
NA
NA
5
19
2
3
11
7
5
7
6
7
2
NA
NA
3
NA
NA
1
2
0
NA
7
NA
NA
3
3
7
NA
NA
1
4
NA
7
NA
6
11
NA
5
11
4
34
NA
38
4
NA
NA
6
NA
NA
NA
NA
NA
NA
5
NA
NA
NA
NA
NA
6
10
NA
NA
6
1
8
NA
9
12
NA
NA
5
NA
3
NA
NA
NA
1
4
NA
NA
5
NA
NA
NA
NA
NA
6
26
NA
NA
3
13
