big_five_extraverted_scale
NA
NA
NA
6
NA
NA
NA
NA
NA
5
NA
4
NA
NA
NA
NA
7
6
NA
NA
9
NA
NA
NA
3
NA
12
3
NA
10
NA
6
9
8
NA
10
NA
NA
7
NA
4
NA
8
7
NA
11
9
4
NA
4
7
7
NA
NA
NA
NA
NA
9
NA
10
NA
NA
NA
9
3
NA
NA
NA
NA
NA
9
NA
6
NA
2
NA
3
4
NA
NA
NA
4
4
4
NA
NA
8
NA
3
3
4
7
NA
NA
11
5
NA
NA
4
8
NA
NA
5
12
NA
NA
11
5
NA
9
9
NA
4
NA
NA
10
NA
12
NA
NA
NA
9
NA
7
5
6
4
NA
NA
NA
5
NA
8
11
3
4
11
NA
10
NA
NA
NA
6
10
14
5
NA
6
NA
NA
9
NA
8
NA
NA
NA
9
NA
6
NA
8
14
NA
14
9
NA
NA
8
10
NA
NA
NA
10
NA
NA
NA
9
NA
NA
NA
NA
NA
11
NA
12
NA
6
4
3
2
6
10
9
NA
NA
13
NA
11
6
NA
NA
NA
NA
11
9
8
13
10
4
12
11
9
NA
NA
NA
NA
NA
NA
2
10
5
NA
6
8
4
11
14
NA
12
NA
8
10
NA
NA
4
NA
NA
NA
NA
NA
3
7
NA
NA
NA
14
NA
7
5
8
NA
11
4
NA
4
NA
NA
9
9
NA
2
NA
8
NA
2
NA
13
7
NA
4
NA
5
NA
NA
NA
5
NA
4
NA
NA
NA
NA
NA
14
12
NA
NA
9
8
12
5
NA
NA
NA
NA
NA
NA
NA
NA
2
7
6
NA
5
NA
13
NA
NA
11
9
NA
NA
NA
9
6
11
5
8
11
NA
5
NA
8
6
NA
2
2
6
NA
5
NA
NA
11
NA
3
NA
NA
NA
NA
12
8
5
3
NA
10
3
3
NA
13
8
NA
NA
NA
NA
NA
NA
NA
NA
7
4
10
5
NA
NA
7
NA
NA
6
NA
NA
2
3
NA
5
6
6
12
NA
NA
NA
6
NA
2
4
9
11
NA
2
2
13
4
NA
NA
9
9
NA
3
3
NA
NA
NA
8
NA
NA
NA
NA
9
6
5
4
4
4
4
2
9
2
3
4
6
5
NA
6
11
NA
NA
NA
9
11
NA
NA
NA
NA
NA
NA
4
NA
10
NA
13
8
NA
NA
12
NA
4
8
NA
NA
14
6
7
14
NA
7
NA
6
11
9
10
12
6
12
7
6
NA
NA
9
NA
NA
NA
6
11
8
6
10
9
NA
4
4
NA
4
NA
NA
3
NA
NA
3
9
NA
NA
8
6
12
10
5
NA
11
NA
NA
6
NA
NA
5
5
NA
8
12
NA
NA
14
NA
NA
9
8
NA
NA
13
8
NA
9
NA
NA
NA
13
7
7
NA
NA
5
9
NA
8
NA
6
10
NA
NA
NA
9
4
11
4
NA
14
NA
5
4
14
13
7
NA
4
7
NA
10
NA
5
6
NA
NA
11
NA
8
NA
7
3
NA
NA
6
10
NA
4
9
10
NA
NA
4
NA
NA
NA
NA
NA
NA
5
8
4
5
NA
NA
NA
7
4
NA
NA
NA
NA
9
NA
12
14
10
12
2
NA
NA
8
NA
3
NA
4
NA
8
10
NA
8
2
4
9
11
NA
NA
NA
3
NA
NA
8
NA
13
NA
8
NA
3
10
NA
NA
11
2
NA
9
NA
8
NA
9
8
NA
4
12
NA
NA
9
NA
11
8
2
NA
NA
8
NA
4
2
4
NA
7
6
13
NA
NA
NA
NA
4
14
NA
6
9
NA
NA
NA
8
NA
NA
NA
NA
NA
11
NA
NA
8
9
6
NA
NA
8
NA
NA
NA
5
11
11
NA
NA
NA
NA
NA
11
NA
9
5
10
8
5
NA
NA
13
8
NA
7
NA
NA
NA
NA
NA
13
NA
12
5
NA
NA
8
NA
8
NA
2
13
NA
10
10
4
12
11
9
4
3
NA
6
NA
12
4
NA
6
NA
2
NA
8
NA
2
NA
2
NA
7
8
NA
NA
10
8
4
NA
4
7
3
NA
10
4
NA
6
NA
NA
3
NA
NA
NA
NA
7
4
NA
6
4
NA
8
10
9
13
13
NA
4
10
NA
NA
NA
9
5
5
NA
9
NA
8
12
5
11
NA
13
NA
7
2
NA
NA
NA
NA
NA
8
7
12
NA
9
NA
NA
NA
NA
11
NA
6
8
9
NA
7
8
NA
NA
6
7
12
NA
6
NA
NA
NA
7
NA
NA
NA
8
NA
10
NA
3
9
6
5
14
7
13
9
7
NA
NA
NA
NA
9
6
4
NA
7
4
9
4
NA
NA
11
11
5
5
7
NA
10
NA
3
9
13
NA
NA
NA
8
6
3
NA
10
5
NA
NA
10
7
9
8
12
NA
NA
5
10
8
NA
2
9
NA
4
NA
NA
11
NA
NA
9
NA
8
NA
10
NA
4
6
11
6
NA
6
NA
11
NA
7
5
NA
NA
NA
NA
6
7
NA
NA
13
5
10
10
12
7
5
NA
3
NA
13
6
NA
8
8
NA
6
12
5
7
7
14
NA
5
NA
NA
NA
NA
9
8
12
5
4
8
NA
6
8
4
10
8
14
NA
13
NA
NA
NA
NA
13
NA
NA
8
NA
NA
5
9
4
NA
8
11
8
6
3
NA
NA
13
NA
NA
NA
NA
4
NA
NA
NA
NA
7
NA
4
11
3
NA
NA
8
5
10
8
NA
NA
3
NA
9
8
12
NA
NA
2
8
6
8
NA
NA
4
4
NA
NA
NA
4
7
4
14
7
NA
7
2
NA
6
7
NA
4
14
4
14
NA
4
7
NA
NA
3
4
NA
NA
NA
11
NA
8
5
2
10
NA
6
NA
4
13
6
8
12
8
3
8
NA
NA
NA
4
NA
11
12
7
8
8
NA
NA
NA
NA
NA
NA
5
4
4
NA
NA
9
7
NA
8
NA
NA
NA
3
10
11
NA
NA
6
NA
NA
12
2
NA
9
NA
12
12
11
NA
NA
7
9
NA
NA
5
NA
2
NA
6
6
2
10
NA
7
3
NA
NA
NA
9
NA
NA
12
4
11
6
NA
11
6
NA
4
8
9
NA
4
NA
8
6
NA
11
NA
14
NA
8
9
5
14
NA
11
4
NA
6
4
NA
NA
NA
NA
8
3
12
14
7
5
13
2
9
NA
9
11
6
NA
11
11
NA
NA
14
10
NA
NA
NA
7
11
NA
NA
5
9
4
6
6
4
5
9
6
13
5
NA
NA
6
NA
NA
3
8
7
NA
8
NA
NA
4
4
6
NA
NA
6
8
NA
7
NA
NA
5
NA
6
11
7
4
NA
9
9
NA
NA
8
NA
NA
NA
NA
NA
NA
7
NA
NA
NA
NA
NA
7
10
NA
NA
11
5
12
NA
13
10
NA
NA
7
NA
8
NA
NA
NA
5
11
NA
NA
4
NA
NA
NA
NA
NA
10
11
NA
NA
6
13
