big_five_agreeable_scale
NA
NA
NA
NA
13
NA
8
NA
6
NA
5
8
NA
NA
NA
10
11
10
NA
NA
10
NA
11
13
9
12
NA
NA
13
13
NA
NA
13
9
NA
NA
5
12
NA
NA
9
12
NA
10
13
NA
6
NA
NA
10
NA
12
NA
NA
NA
14
NA
6
10
8
10
NA
NA
NA
13
NA
9
9
9
6
10
NA
6
NA
NA
NA
9
7
5
NA
NA
11
NA
NA
10
NA
10
NA
NA
NA
12
NA
12
NA
13
11
NA
10
14
NA
NA
10
10
NA
NA
NA
8
NA
NA
NA
11
NA
NA
NA
NA
NA
4
NA
13
NA
10
8
10
11
8
4
5
NA
NA
7
NA
7
8
NA
NA
NA
NA
5
9
6
13
9
6
7
8
9
NA
NA
NA
NA
NA
NA
8
8
3
NA
8
11
9
10
11
NA
7
NA
8
9
NA
NA
4
NA
NA
NA
NA
NA
10
13
NA
NA
NA
9
NA
10
8
8
NA
13
12
NA
5
NA
NA
9
10
NA
13
NA
12
NA
9
NA
7
7
NA
6
NA
5
NA
NA
NA
9
NA
9
NA
NA
NA
NA
NA
11
9
NA
NA
7
7
9
12
NA
NA
NA
NA
NA
NA
NA
NA
12
12
7
NA
12
NA
7
NA
NA
3
6
NA
NA
NA
7
7
13
6
11
11
NA
4
NA
8
7
NA
2
4
9
NA
5
NA
NA
6
NA
9
NA
NA
NA
NA
7
10
10
4
NA
4
8
11
NA
13
6
NA
NA
NA
NA
NA
NA
NA
NA
10
8
7
NA
NA
NA
11
NA
NA
11
NA
NA
5
7
NA
6
14
8
12
NA
NA
NA
13
NA
7
7
8
3
NA
2
8
9
6
NA
NA
8
12
NA
9
9
NA
NA
NA
11
NA
NA
NA
NA
6
11
7
6
8
8
7
11
8
8
5
12
5
10
NA
8
12
NA
NA
NA
9
6
NA
NA
NA
NA
NA
NA
4
NA
8
NA
9
11
NA
NA
3
NA
10
10
NA
NA
12
9
10
13
NA
8
NA
8
11
7
5
10
11
10
4
9
NA
NA
13
NA
NA
NA
7
7
6
8
9
9
NA
12
10
NA
10
NA
NA
12
NA
NA
11
10
NA
NA
11
9
12
6
10
NA
4
NA
NA
7
NA
NA
5
12
NA
7
8
NA
NA
12
NA
NA
10
12
NA
NA
13
8
NA
10
NA
NA
NA
10
8
7
NA
NA
8
7
NA
11
NA
12
6
NA
NA
NA
12
6
11
11
NA
4
NA
8
8
11
8
3
NA
3
9
NA
11
NA
7
11
NA
NA
10
NA
12
NA
12
5
NA
NA
5
12
NA
8
11
8
NA
NA
8
NA
NA
NA
NA
NA
NA
10
7
5
6
NA
NA
NA
11
8
NA
NA
NA
NA
9
NA
10
6
8
4
13
NA
NA
12
NA
8
NA
10
NA
9
9
NA
13
12
NA
8
9
NA
NA
NA
7
NA
NA
8
NA
10
NA
5
NA
11
11
NA
NA
10
8
NA
7
NA
5
NA
10
7
NA
14
3
NA
NA
5
NA
6
9
3
NA
NA
13
NA
10
9
3
NA
12
6
7
NA
NA
NA
NA
8
8
NA
8
4
NA
NA
NA
14
NA
NA
NA
NA
NA
12
NA
NA
6
7
8
NA
NA
12
NA
NA
NA
9
9
10
NA
NA
NA
NA
NA
12
NA
12
11
7
9
9
NA
NA
13
6
NA
10
NA
NA
NA
NA
NA
9
NA
6
10
NA
NA
12
NA
8
NA
12
8
NA
7
13
9
4
11
7
11
11
NA
8
NA
7
8
NA
9
NA
9
NA
6
NA
7
NA
9
NA
10
11
NA
NA
9
10
6
NA
11
7
12
NA
5
7
NA
7
NA
NA
9
NA
NA
NA
NA
4
11
NA
9
11
NA
8
11
5
10
13
NA
9
10
NA
NA
NA
8
9
8
NA
13
NA
6
8
7
4
NA
9
NA
10
8
NA
NA
NA
NA
NA
14
7
13
NA
12
NA
NA
NA
NA
9
NA
8
6
8
NA
11
6
NA
NA
7
7
7
NA
11
NA
NA
NA
12
NA
NA
NA
12
NA
8
NA
7
13
11
5
9
13
8
9
5
NA
NA
NA
NA
10
8
8
NA
6
8
9
8
NA
NA
12
NA
4
7
6
NA
5
NA
11
12
10
NA
NA
NA
10
9
11
NA
12
9
NA
NA
7
9
12
7
9
NA
NA
5
6
7
NA
9
10
NA
7
NA
NA
10
NA
NA
12
NA
13
NA
5
NA
8
10
11
9
NA
8
NA
11
NA
10
8
NA
NA
NA
NA
7
5
NA
NA
8
14
8
6
12
10
10
NA
7
NA
13
9
NA
11
13
NA
7
11
7
12
11
9
NA
12
NA
NA
NA
NA
12
9
8
9
6
8
NA
11
9
9
11
9
11
NA
9
NA
NA
NA
NA
8
NA
NA
11
NA
NA
6
10
2
NA
8
9
9
12
10
NA
NA
12
NA
NA
NA
NA
8
NA
NA
NA
NA
6
NA
8
8
8
NA
NA
9
10
11
7
NA
NA
5
NA
10
8
13
NA
NA
11
4
9
4
NA
NA
9
13
NA
NA
NA
11
7
9
12
9
NA
7
4
NA
8
8
NA
6
11
7
14
NA
4
4
NA
NA
10
10
NA
NA
NA
8
NA
7
13
13
10
NA
9
NA
7
9
7
9
6
9
10
13
NA
NA
NA
8
NA
5
9
7
13
12
NA
NA
NA
NA
NA
NA
5
9
12
NA
NA
11
13
NA
9
NA
NA
NA
8
12
10
NA
NA
7
NA
NA
8
7
NA
NA
NA
10
14
13
NA
NA
8
5
NA
NA
7
NA
12
NA
8
8
NA
6
NA
7
8
NA
NA
NA
8
NA
NA
9
8
6
11
NA
8
12
NA
6
4
9
NA
9
NA
7
NA
NA
7
NA
9
NA
4
7
8
13
NA
9
7
NA
8
14
NA
NA
NA
NA
5
10
7
10
12
12
12
8
10
NA
9
9
4
NA
11
10
NA
NA
10
10
NA
NA
NA
13
10
NA
NA
5
6
5
13
11
8
14
9
11
7
7
NA
NA
10
NA
NA
10
12
5
NA
11
NA
NA
7
10
7
NA
NA
8
8
NA
8
NA
6
7
NA
12
10
11
6
NA
7
10
NA
NA
11
NA
NA
NA
NA
NA
NA
12
NA
NA
NA
NA
NA
12
9
NA
NA
14
7
8
NA
13
14
NA
NA
12
NA
12
NA
NA
NA
6
7
NA
NA
5
NA
NA
NA
NA
NA
13
10
NA
NA
13
13
