pd_scale
"I do not think this is a priority
NA
NA
FALSE
FALSE
NA
NA
5
NA
17
NA
2
5
NA
20
NA
9
8
NA
14
NA
NA
1
NA
NA
NA
NA
8
2
NA
NA
NA
22
20
25
7
8
NA
14
8
NA
NA
14
44
NA
NA
NA
NA
NA
4
9
1
NA
NA
NA
10
NA
NA
NA
NA
4
5
NA
6
6
7
FALSE
14
NA
NA
5
NA
4
NA
NA
11
NA
NA
8
NA
6
NA
10
10
7
NA
3
10
6
2
2
12
NA
NA
5
NA
NA
7
NA
12
NA
17
NA
9
NA
NA
3
NA
NA
2
12
NA
FALSE
NA
TRUE
19
NA
19
9
4
14
9
12
2
NA
1
NA
FALSE
NA
NA
NA
NA
7
6
20
NA
1
6
NA
8
13
NA
3
20
NA
NA
4
NA
2
NA
7
7
10
NA
NA
18
NA
NA
NA
NA
NA
NA
5
7
NA
NA
2
NA
9
19
6
NA
11
26
NA
NA
NA
7
NA
15
8
5
NA
NA
1
NA
18
NA
10
5
9
NA
12
NA
NA
NA
2
37
3
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
NA
5
5
NA
21
NA
NA
8
NA
NA
12
NA
NA
4
NA
6
5
NA
NA
NA
22
5
2
NA
NA
NA
0
5
9
NA
NA
NA
NA
NA
2
NA
NA
NA
6
NA
NA
NA
4
NA
4
NA
4
NA
14
3
8
6
6
TRUE
NA
NA
NA
NA
NA
NA
NA
4
6
12
5
NA
NA
NA
NA
10
2
9
NA
NA
1
NA
NA
11
NA
NA
2
NA
14
9
4
10
7
NA
NA
7
NA
NA
NA
NA
7
NA
NA
NA
NA
5
5
NA
NA
4
2
FALSE
NA
12
NA
3
NA
5
NA
NA
5
2
33
8
NA
NA
NA
5
13
6
0
NA
NA
3
12
2
NA
30
1
18
NA
5
7
NA
NA
NA
NA
NA
7
6
5
8
12
NA
NA
NA
NA
NA
8
17
NA
38
NA
10
11
7
3
41
26
NA
7
NA
3
0
NA
19
4
NA
NA
7
NA
11
20
NA
NA
11
NA
2
NA
9
NA
NA
5
NA
NA
14
1
NA
NA
NA
3
NA
NA
NA
NA
NA
5
NA
14
NA
NA
NA
NA
5
4
NA
NA
3
NA
NA
NA
13
NA
9
11
NA
2
NA
6
9
2
NA
NA
31
NA
11
NA
9
NA
5
9
NA
7
7
4
NA
5
5
11
NA
NA
NA
NA
NA
9
NA
10
NA
NA
NA
19
26
NA
NA
NA
NA
NA
9
NA
1
NA
31
NA
4
19
NA
NA
0
20
6
6
NA
NA
9
0
5
13
9
6
NA
NA
13
7
NA
NA
4
8
NA
NA
3
12
NA
NA
3
12
NA
9
5
NA
11
NA
NA
19
NA
12
NA
NA
NA
9
NA
7
Female
9
10
NA
NA
NA
5
NA
8
16
3
14
5
NA
5
NA
NA
NA
14
42
1
NA
23
15
NA
NA
20
NA
7
NA
NA
NA
5
NA
3
NA
5
11
NA
20
4
NA
NA
7
Not considered / Not sure
NA
NA
NA
6
NA
NA
NA
9
NA
NA
NA
NA
NA
6
NA
7
FALSE
3
4
8
1
4
10
NA
NA
NA
5
NA
11
3
NA
NA
NA
NA
3
7
14
5
10
7
18
27
5
NA
NA
NA
NA
NA
NA
3
7
6
NA
7
8
5
NA
11
NA
7
NA
1
3
NA
NA
9
NA
NA
NA
NA
0
3
3
NA
NA
TRUE
7
NA
5
5
6
NA
5
4
NA
10
NA
NA
3
10
NA
0
NA
12
NA
FALSE
NA
2
14
NA
2
NA
3
NA
NA
NA
1
NA
4
NA
NA
NA
NA
NA
6
17
NA
FALSE
5
0
6
2
NA
0
NA
NA
NA
NA
NA
TRUE
6
20
6
NA
12
NA
7
NA
NA
11
4
NA
NA
NA
13
4
14
6
11
1
NA
3
NA
FALSE
19
NA
4
38
19
NA
8
NA
NA
10
NA
15
NA
NA
NA
NA
12
6
10
3
NA
4
6
5
NA
19
2
FALSE
NA
NA
NA
NA
NA
NA
NA
6
4
5
10
NA
NA
4
NA
NA
3
NA
NA
11
3
NA
5
1
6
12
NA
NA
NA
NA
NA
19
9
4
31
NA
19
3
11
1
NA
NA
18
9
NA
3
2
NA
NA
NA
8
NA
20
NA
NA
21
22
5
7
14
20
18
15
11
2
20
2
1
41
NA
6
2
NA
NA
NA
6
0
NA
NA
NA
NA
NA
NA
5
NA
3
NA
6
18
NA
NA
6
NA
0
2
NA
NA
14
20
16
12
FALSE
0
NA
3
11
7
10
3
5
17
33
6
NA
NA
17
NA
NA
NA
5
7
11
5
9
9
NA
3
16
NA
4
NA
NA
45
NA
NA
1
17
NA
NA
33
9
12
6
14
NA
16
NA
NA
5
NA
NA
2
3
NA
12
14
NA
NA
5
NA
NA
9
3
0
NA
14
3
NA
7
NA
NA
NA
2
3
2
NA
NA
19
1
NA
11
NA
3
8
NA
NA
NA
7
3
7
18
NA
14
NA
3
4
35
7
1
NA
28
9
0
4
NA
6
2
NA
NA
3
NA
4
FALSE
7
37
NA
NA
3
5
NA
2
5
8
NA
NA
3
NA
NA
NA
NA
NA
NA
19
4
9
16
NA
NA
NA
11
21
NA
NA
NA
NA
9
NA
12
7
4
FALSE
8
NA
NA
108
NA
2
NA
24
NA
6
9
NA
9
NA
4
9
NA
NA
NA
NA
FALSE
NA
NA
12
NA
5
NA
3
NA
36
10
NA
NA
14
13
NA
7
NA
5
NA
20
20
NA
12
2
NA
NA
5
NA
4
8
7
NA
NA
3
NA
14
14
2
NA
5
12
17
NA
NA
NA
NA
8
5
TRUE
33
5
NA
NA
NA
14
NA
NA
NA
NA
NA
6
NA
NA
2
9
NA
NA
NA
7
NA
NA
NA
5
3
3
NA
NA
NA
NA
NA
7
NA
9
2
8
5
41
NA
NA
0
13
NA
10
NA
NA
NA
NA
NA
18
NA
7
Center left
NA
NA
31
NA
NA
NA
TRUE
8
NA
1
20
3
9
3
15
15
2
NA
4
NA
12
33
NA
6
NA
3
NA
8
NA
1
NA
2
NA
2
8
NA
NA
38
12
10
NA
41
9
11
NA
2
4
NA
6
NA
NA
4
NA
NA
NA
NA
20
2
NA
34
5
NA
3
5
41
4
FALSE
NA
2
16
NA
NA
NA
4
4
2
NA
5
NA
4
5
0
11
NA
8
NA
FALSE
18
NA
NA
NA
NA
NA
3
6
3
NA
12
NA
NA
NA
NA
11
NA
6
4
2
NA
6
19
NA
NA
3
1
7
NA
11
NA
NA
0
34
NA
NA
NA
5
NA
4
NA
3
13
2
12
7
NA
5
3
4
NA
NA
NA
NA
10
4
6
NA
5
3
3
2
NA
NA
12
1
6
5
11
0
11
NA
5
7
7
NA
NA
NA
10
3
11
NA
5
11
NA
NA
17
3
5
29
3
NA
NA
20
4
3
NA
9
30
NA
2
NA
NA
11
NA
NA
5
NA
6
NA
18
NA
5
5
13
8
NA
3
NA
5
NA
13
7
NA
NA
NA
NA
2
5
NA
NA
7
14
3
4
19
10
2
NA
9
NA
4
6
NA
11
3
NA
5
4
5
3
0
11
NA
10
NA
NA
NA
NA
11
10
8
4
5
5
NA
11
7
12
0
18
2
NA
20
NA
NA
NA
NA
6
NA
NA
12
NA
NA
5
13
2
NA
2
2
3
3
5
NA
NA
6
NA
NA
NA
NA
8
NA
NA
NA
NA
14
NA
4
3
3
NA
NA
4
3
6
5
NA
NA
3
NA
6
18
5
NA
NA
17
18
20
4
NA
NA
15
3
NA
NA
NA
0
3
9
14
4
NA
3
38
NA
11
4
NA
5
5
21
7
NA
12
14
NA
NA
14
12
NA
NA
NA
NA
NA
6
7
1
5
NA
5
NA
10
19
2
6
6
3
47
7
NA
NA
NA
4
NA
5
12
Non-Left
4
FALSE
NA
NA
NA
NA
NA
NA
3
21
2
NA
NA
6
17
NA
8
NA
NA
NA
7
5
5
NA
NA
5
NA
NA
29
5
NA
4
NA
12
6
12
NA
NA
8
4
NA
NA
2
NA
1
NA
6
11
FALSE
6
NA
3
8
NA
NA
NA
9
NA
NA
3
4
6
6
NA
9
12
NA
15
6
5
NA
0
NA
4
5
NA
17
NA
3
NA
NA
5
5
7
NA
11
2
NA
4
7
NA
NA
NA
NA
18
1
NA
14
5
5
6
7
 but should receive some resources"
NA
3
11
3
NA
11
5
NA
NA
7
5
NA
NA
NA
6
12
NA
NA
4
22
5
10
6
4
34
5
3
1
7
NA
NA
10
NA
NA
12
12
0
NA
4
NA
NA
14
19
2
NA
NA
6
8
17
4
NA
2
6
NA
32
4
30
16
NA
20
2
NA
NA
3
NA
NA
NA
NA
NA
NA
3
NA
NA
NA
NA
NA
11
5
NA
NA
20
7
12
NA
4
6
NA
NA
33
NA
12
NA
NA
NA
5
34
NA
NA
2
NA
NA
NA
NA
NA
10
15
NA
NA
20
6
